
                                    96LIST
                    BBS's Supporting 9600 bps CONNECT Rates

                         Compiled and Distributed by:
                      The DownTown BBS - Los Angeles, CA
                                (213) 484-0260
                         [3/12/2400 -- Public Access]
              9600 v.32/14.4k v.32bis/14.4k HST Lines Available

             See 96MODEM.LST for Modem abbreviations used below.

  AC/Phone        BBS Name                        City       State  Modem
407-571-1354  Robert's Roost              Fellsmere          FL     HST
407-574-9246  Deltona Lakes BBS           Deltona            FL     HST
407-624-5998  Cecil's Nite Owl            Palm Beach Gardens FL     DS
407-629-4647  The Falcon's Lair BBS       ......             FL     DS
407-633-5568  Strat's Asylum BBS          ......             FL     CS1
407-639-8228  The Abyss                   ......             FL     CS1
407-639-9123  Programmers World           Cocoa              FL     DS2
407-644-9712  The Abyss                   Winter Park        FL     DS
407-645-4929  Cornucopia TBBS             Winter Park        FL     HST
407-649-4136  Gourmet Delight             Orlando            FL     HST
407-649-9834  Electronic Arts BBS         Orlando            FL     DS
407-671-0464  CDS Computers               Orlando            FL     HST
407-679-6238  Big Blue                    Orlando            FL     DS
407-682-2018  The Business                Altamonte          FL     DS
407-682-3132  The Door BBS                Altamonte Springs  FL     DS2
407-682-3417  The Graphic Approach        Longwood           FL     HST
407-690-0032  Energy                      ......             FL     CS1
407-694-1008  The Court of Last Resort    Palm Beach Gardens FL     DS
407-699-6613  Black Cauldron              Winter Springs     FL     HST
407-728-4131  Tech Connection             ......             FL     CS1
407-773-0831  The SaddleBag BBS           Satellite Beach    FL     DS
407-773-2831  Motel Florida               ......             FL     CS1
407-777-1114  The Palace BBS              Satellite Beach    FL     HST
407-778-4834  Ghostcomm BBS               Vero Beach         FL     HST
407-783-2338  The Rapture Connection      Satellite Beach    FL     HST
407-788-8178  The Love Connection BBS II  Longwood           FL     DS
407-788-8552  The Q Continuum BBS         Altamonte Springs  FL     HST
407-831-1613  The Twilight Zone BBS       Longwood           FL     HST
407-831-2359  Ultimate S/W Tech Support   Orlando            FL     DS
407-832-8971  Trojan Express II           West Palm Beach    FL     DS
407-862-9040  The Data Bus                Orlando            FL     HST
407-878-9800  The Dragon's Lair           Port St Lucie      FL     V32
407-880-4598  The DataExchange            Orlando            FL     DS
407-880-4968  TopRock BBS                 Apopka             FL     V32
407-896-0494  The Digital Connection      Orlando            FL     HST
407-896-6122  CompuServe                  Orlando            FL     V32
407-951-4031  Microtech BBS               Indialantic        FL     HST
407-951-7681  The Space Coast BBS         Palm Bay           FL     HST
407-964-8450  Econo-SOFTS BBS             Lake Worth         FL     HST
407-994-3690  PC-Emporium                 Boca Raton         FL     DS
408-244-0813  Excalibur!                  Santa Clara        CA     HST
408-244-4250  The Rocking Chair           San Jose           CA     HST
408-246-7854  Crumal's Dimension          Santa Clara        CA     HST
408-247-1717  The Micro Foundry           San Jose           CA     DS2
408-248-9213  Club Zen                    Santa Clara        CA     HST
408-248-9704  Carl's DV Corner            San Jose           CA     HST
408-249-7916  The Realm of Wonder         Sunnyvale          CA     VH
408-253-3926  MacDaze                     Cupertino          CA     HST
408-257-9606  Fido's Kennel               Cupertino          CA     DS
408-259-2223  ASM-Lang & CFS Board        San Jose           CA     HST
408-263-3393  Amateur Action BBS          .........          CA     DS
408-266-3490  Collinwood                  San Jose           CA     TB2
408-294-3065  The Flying Dutchman BBS     San Jose           CA     V32B
408-298-2740  American PECS HQ            Sunnyvale          CA     HST
408-338-6860  House of Ill Compute        Boulder Creek      CA     HST
408-370-3139  Award Software's BBS        Campbell           CA     HST
408-395-1402  Saratoga Clone              Saratoga           CA     HST
408-432-3424  The Next Generation         San Jose           CA     V32
408-438-8514  Seagate Technology          Scotts Valley      CA     V32
408-438-8513  Seagate Technology          Scotts Valley      CA     HST
408-438-8772  Seagate Technology          Scotts Valley      CA     HST
408-438-8771  Seagate Technology          Scotts Valley      CA     V32
408-456-0339  Gifted Urban Yuppies        San Jose           CA     DS
408-578-5325  Wild Thang                  San Jose           CA     HST
408-578-6704  The Lion's Den              San Jose           CA     TB2
408-626-1618  New Radio Star              ......             CA     CS1
408-655-1096  Nitelog Imagining           Monterey           CA     DS
408-685-8140  Tower of Pegasus            ......             CA     CS1
408-727-8113  CompuServe                  Santa Clara        CA     V32
408-737-9447  Higher Powered BBS          Sunnyvale          CA     DS2
408-738-4990  CompuCom HQ Support BBS     ......             CA     CS1
408-745-0127  Lynns Live Wire             Sunnyvale          CA     DS
408-847-2495  Garlique Graphics           Salinas            CA     HST
408-865-1560  MicroBBS                    San Jose           CA     HST
408-866-4933  MaCS1ience BBS              San Jose           CA     DS2
408-883-0744  Two Birds/One Stone BBS     Marina             CA     V32
408-922-0988  TIPS BBS                    San Jose           CA     V32
408-922-0989  TIPS BBS 2                  San Jose           CA     V32A
408-997-8591  The Major League BBS        San Jose           CA     TB
409-364-2968  Muddy Creek's BBS           Calvert            TX     HST
409-693-7832  The White House             College Station    TX     HST
409-693-8764  Aggie Mac                   College Station    TX     HST
409-696-0982  Silent Warrior              College Station    TX     HST
409-696-3477  C.A.M. BBS                  College Station    TX     HST
409-762-2761  DragonNet                   Galveston          TX     HST
409-764-0056  My Word 2                   College Station    TX     DS2
409-764-0713  PhlatLiner BBS              College Station    TX     HST
409-765-6632  Beacon Terra 1              Galveston          TX     HST
409-846-4480  Starfleet PCBoard           College Station    TX     HST
409-945-4358  Fast Eddie's Adult BBS      Texas City         TX     HST
410-252-0717  AviTechnic                  Lutherville        MD     HST
410-252-5518  AviTechnic II               Lutherville        MD     DS
410-256-7314  PerryHall BBS               Perry Hall         MD     DS
410-256-7638  Dave's Doghouse             Perry Hall         MD     HST
410-263-5330  Hangar 18                   ......             MD     CS1
410-332-7386  Maryland Med-SIG            Baltimore          MD     HST
410-337-0026  CompuServe                  Baltimore          MD     V32
410-343-1102  Fisherman's Cove            Parkton            MD     DS
410-461-9943  The World of Greyhawk       .....              MD     DS
410-465-3891  The World of Greyhawk       .....              MD     DS
410-466-0949  The Science Lab BBS         Baltimore          MD     DS
410-488-7461  PainFrame                   Baltimore          MD     HST
410-531-5748  Polar Bear's Lair           Clarksville        MD     DS
410-544-4629  The Grimace BBS             Ft. Meade          MD     HST
410-546-1508  Computer Garden BBS         ......             MD     CS1
410-551-9631  CENTMAR Corridor            Odenton            MD     HST
410-561-0789  Law Line                    Baltimore          MD     HST
410-566-1336  John's BBS                  Baltimore          MD     DS
410-566-6059  Writer's Block ECHO Hub     Baltimore          MD     HST
410-655-4708  Nerve Center                Pikesville         MD     DS
410-666-9109  Dark Side of the Moon       Cockeysville       MD     V32
410-686-0286  Waterfront East BBS         Baltimore          MD     HST
410-730-2917  Ed's Home                   .....              MD     DS
410-757-1479  The Scrap Board BBS         Annapolis          MD     VH
410-761-2362  Other Worlds BBS            Glen Burnie        MD     HST
410-787-8077  Kyle's Office               Baltimore          MD     HST
410-821-8930  Castle Cafe                 Timonium           MD     V32
410-833-8933  Liberty Hall                Reisterstown       MD     HST
410-880-0965  The Trilogy                 Glen Burnie        MD     DS
410-945-1540  Writer's Block BBS          Baltimore          MD     HST
410-997-7204  Double Nut Board            Simpsonville       MD     DS
412-247-4610  Behavioral Vision Project   Pittsburgh         PA     DS2
412-264-2692  Anything Goes               Pittsburgh         PA     HST
412-322-6548  No Gurus Here               Pittsburgh         PA     DS
412-366-5208  NSS Satellite               Pittsburgh         PA     HST
412-373-8612  Ecclesia Place              Monroeville        PA     HST
412-471-6417  CompuServe                  Pittsburgh         PA     V32
